,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
386,female,group C,associate's degree,free/reduced,none,61,73,66
387,female,group B,master's degree,standard,none,58,68,71
388,female,group E,some college,standard,none,92,100,100
389,female,group A,bachelor's degree,free/reduced,none,59,70,74
390,female,group D,some college,free/reduced,none,39,45,48
391,male,group D,bachelor's degree,standard,none,78,70,68
392,female,group B,associate's degree,standard,none,83,95,91
393,male,group C,some college,standard,none,86,75,73
394,male,group C,associate's degree,free/reduced,none,60,61,61
395,male,group D,some college,free/reduced,none,71,60,56
396,female,group C,some college,standard,none,71,72,71
397,male,group B,bachelor's degree,free/reduced,completed,85,87,83
398,female,group B,associate's degree,free/reduced,none,20,39,37
399,female,group C,some high school,standard,none,55,69,67
400,male,group B,associate's degree,free/reduced,none,41,44,38
401,male,group C,high school,free/reduced,none,75,85,79
402,female,group D,high school,standard,completed,82,94,96
403,female,group C,associate's degree,standard,none,46,56,59
404,female,group D,bachelor's degree,standard,completed,69,84,86
405,female,group B,associate's degree,standard,none,47,61,65
406,female,group E,some high school,free/reduced,completed,45,56,58
407,male,group B,some high school,standard,none,70,74,70
408,female,group D,some college,free/reduced,none,78,89,88
409,female,group C,associate's degree,standard,none,68,82,80
410,male,group B,high school,standard,completed,63,69,70
411,male,group E,high school,standard,completed,76,64,68
412,female,group E,high school,free/reduced,none,76,84,81
413,male,group B,associate's degree,standard,none,93,84,81
414,male,group D,bachelor's degree,free/reduced,completed,76,72,77
415,male,group D,some college,standard,none,48,61,58
416,male,group B,high school,free/reduced,completed,74,71,63
417,female,group C,some college,standard,none,79,88,84
418,male,group D,some college,standard,completed,95,89,94
419,male,group D,some college,standard,none,81,85,79
420,male,group C,master's degree,standard,none,89,89,83
421,male,group D,bachelor's degree,free/reduced,none,51,65,59
422,female,group B,master's degree,standard,completed,89,100,100
423,male,group C,bachelor's degree,free/reduced,none,59,55,48
424,female,group E,high school,free/reduced,none,65,75,69
425,female,group D,associate's degree,standard,none,64,79,74
426,female,group B,some college,free/reduced,completed,38,57,54
427,female,group D,some college,free/reduced,none,68,83,80
428,male,group E,some college,standard,completed,80,72,74
429,female,group A,some college,free/reduced,completed,54,75,81
430,female,group E,some high school,free/reduced,completed,81,93,97
431,female,group D,master's degree,standard,none,58,68,67
432,male,group D,high school,standard,none,67,49,47
433,male,group E,bachelor's degree,standard,completed,90,76,78
434,male,group C,high school,standard,none,77,70,71
435,male,group C,some high school,standard,completed,49,49,52
436,male,group D,some college,standard,none,71,77,69
437,male,group A,some high school,standard,completed,71,67,64
438,male,group D,some high school,free/reduced,completed,40,54,52
439,male,group C,bachelor's degree,free/reduced,completed,67,80,78
440,male,group E,high school,standard,none,94,82,75
441,female,group B,associate's degree,free/reduced,none,47,54,58
442,female,group C,some college,standard,completed,53,53,58
443,male,group C,some college,standard,completed,63,58,63
444,female,group B,associate's degree,free/reduced,none,54,60,62
445,male,group B,high school,standard,none,59,42,46
446,female,group D,associate's degree,standard,completed,67,73,75
447,female,group D,some college,free/reduced,none,70,76,77
448,male,group C,some college,standard,none,100,90,82
449,female,group D,high school,free/reduced,completed,62,82,78
450,female,group B,some college,free/reduced,completed,37,52,53
451,female,group A,some college,standard,completed,77,85,93
452,male,group B,bachelor's degree,standard,none,54,47,50
453,male,group C,some high school,free/reduced,completed,59,66,64
454,female,group C,some college,standard,none,41,45,46
455,male,group A,high school,standard,none,63,56,56
456,male,group C,master's degree,free/reduced,completed,96,93,90
457,male,group C,bachelor's degree,standard,none,70,63,64
458,male,group C,high school,standard,none,77,75,72
459,male,group C,some high school,free/reduced,none,70,62,52
460,female,group C,some high school,free/reduced,none,43,64,55
461,male,group D,associate's degree,free/reduced,none,80,80,80
462,female,group C,some high school,standard,none,32,51,45
463,female,group B,master's degree,standard,none,67,79,75
464,female,group C,some high school,standard,none,63,64,59
465,male,group A,some college,standard,none,75,67,57
466,male,group B,some college,standard,completed,81,83,82
467,male,group C,bachelor's degree,standard,none,65,64,62
468,female,group D,bachelor's degree,free/reduced,none,59,66,66
469,male,group D,some college,free/reduced,completed,87,80,82
470,female,group D,some high school,standard,none,73,78,77
471,male,group D,associate's degree,standard,none,78,71,68
472,male,group D,bachelor's degree,free/reduced,none,61,61,53
473,male,group A,bachelor's degree,standard,none,76,84,76
474,male,group B,high school,free/reduced,none,33,35,25
475,male,group D,some high school,standard,completed,56,54,57
476,female,group C,associate's degree,standard,completed,55,59,59
477,female,group A,associate's degree,free/reduced,none,55,65,69
478,male,group D,associate's degree,free/reduced,none,66,64,63
479,female,group C,some college,free/reduced,none,57,69,68
480,male,group C,some college,standard,completed,71,78,82
481,male,group E,master's degree,standard,completed,100,100,100
482,female,group A,some college,standard,none,70,79,82
483,female,group C,high school,standard,completed,89,85,86
484,female,group C,associate's degree,standard,none,64,65,62
485,male,group D,master's degree,free/reduced,none,57,60,51
486,female,group C,bachelor's degree,standard,completed,64,87,89
487,female,group D,associate's degree,standard,none,75,83,84
488,female,group D,high school,standard,none,69,82,76
489,female,group B,high school,free/reduced,completed,45,54,60
490,female,group D,associate's degree,standard,none,57,69,71
491,male,group D,high school,free/reduced,completed,76,80,74
492,male,group E,high school,standard,completed,87,75,78
493,male,group E,bachelor's degree,free/reduced,none,67,72,68
494,female,group C,associate's degree,free/reduced,none,50,73,70
495,male,group D,bachelor's degree,free/reduced,completed,52,44,49
496,female,group C,some college,free/reduced,completed,52,65,65
497,male,group C,high school,free/reduced,none,79,77,75
498,female,group C,master's degree,standard,completed,75,83,82
499,female,group C,high school,free/reduced,none,53,64,59
500,male,group A,some college,standard,none,67,53,53
501,female,group C,some college,standard,none,71,81,74
502,male,group D,some high school,standard,completed,82,86,87
503,male,group E,some high school,standard,none,53,52,42
504,female,group D,some college,standard,none,62,72,70
505,female,group E,some college,free/reduced,completed,63,72,70
506,female,group A,some college,free/reduced,none,55,67,70
507,male,group D,some high school,standard,none,73,64,67
508,female,group C,associate's degree,standard,none,61,70,67
509,female,group D,master's degree,free/reduced,none,55,76,69
510,female,group E,some college,standard,none,74,69,66
511,female,group D,bachelor's degree,standard,none,81,84,80
512,female,group A,associate's degree,standard,none,83,83,84
513,male,group D,some college,free/reduced,none,45,45,37
514,female,group D,some high school,standard,completed,82,82,94
515,male,group C,associate's degree,standard,none,80,73,74
516,female,group E,associate's degree,free/reduced,completed,55,71,68
517,female,group E,some college,free/reduced,completed,74,92,94
518,male,group D,some college,free/reduced,completed,53,55,58
519,male,group E,some college,standard,completed,95,82,84
520,male,group A,high school,standard,completed,52,47,48
521,male,group C,bachelor's degree,free/reduced,none,77,80,75
522,male,group D,some high school,standard,none,74,64,64
523,male,group C,some college,standard,completed,76,83,74
524,female,group B,some high school,standard,none,65,75,72
525,female,group C,some college,standard,completed,78,89,92
526,female,group B,associate's degree,free/reduced,none,24,29,29
527,male,group C,some college,free/reduced,none,62,52,40
528,female,group B,some high school,standard,none,48,56,54
529,male,group D,master's degree,standard,completed,100,97,100
530,male,group C,associate's degree,standard,none,80,68,65
531,male,group C,some high school,free/reduced,none,76,74,67
532,male,group B,some college,free/reduced,completed,32,45,39
533,female,group D,some college,standard,none,64,69,72
534,female,group B,some high school,standard,none,63,74,70
535,female,group C,some high school,standard,completed,45,60,63
536,male,group E,some high school,free/reduced,none,82,66,63
537,male,group B,high school,standard,none,68,69,65
538,female,group B,some college,standard,none,61,69,67
539,male,group C,associate's degree,standard,completed,90,82,88
540,male,group C,high school,free/reduced,completed,72,70,68
541,female,group C,high school,standard,completed,43,60,59
542,female,group D,associate's degree,standard,completed,100,100,100
543,female,group B,bachelor's degree,free/reduced,completed,40,49,60
544,female,group D,associate's degree,free/reduced,none,64,70,67
545,male,group D,some high school,standard,none,86,80,74
546,male,group A,some college,standard,none,68,64,55
547,female,group C,associate's degree,free/reduced,none,49,72,70
548,male,group C,high school,standard,none,69,67,66
549,female,group E,some high school,standard,completed,79,87,87
550,female,group D,associate's degree,free/reduced,completed,62,75,78
551,male,group D,high school,free/reduced,completed,75,71,73
552,female,group B,some college,free/reduced,completed,61,75,69
553,female,group B,bachelor's degree,standard,none,75,89,86
554,male,group E,high school,standard,completed,88,81,77
555,female,group C,associate's degree,free/reduced,completed,45,66,65
556,female,group C,high school,standard,none,73,70,69
557,male,group B,high school,standard,none,86,79,70
558,female,group E,high school,free/reduced,none,68,68,69
